id,retweet_count,favorite_count,rating_numerator,rating_denominator,name
669749430875258880,62,245,8,10,Clarence
669683899023405056,102,361,10,10,Kloey
669682095984410625,126,334,9,10,Louie
669680153564442624,268,632,8,10,Shawwn
669625907762618368,1696,3339,12,10,Penny
669597912108789760,142,485,10,10,Skye
669573570759163904,130,413,10,10,Linda
669571471778410496,952,1504,7,10,Keith
669567591774625800,48,220,9,10,Kollin
669393256313184256,69,339,10,10,Ronduh
669375718304980992,679,1255,6,10,Billl
669371483794317312,167,466,10,10,Oliviér
669367896104181761,141,434,10,10,Chip
669359674819481600,113,350,11,10,Saydee
669354382627049472,1199,2553,8,10,Dug
669351434509529089,168,409,10,10,Sully
669328503091937280,390,963,12,10,Kirk
669324657376567296,195,467,11,10,Ralf
669216679721873412,377,1132,8,10,Clarq
669214165781868544,149,413,10,10,Jaspers
669203728096960512,436,952,9,10,Samsom
669006782128353280,229,547,12,10,Tucker
669000397445533696,5969,19814,11,10,Terrance
668992363537309700,316,708,8,10,Harrison
668989615043424256,309,633,3,10,Bernie
668986018524233728,153,519,9,10,Ruby
668979806671884288,327,753,12,10,Chaz
668975677807423489,545,1236,11,10,Jeremy
668960084974809088,229,665,10,10,Jaycob
668932921458302977,53,246,9,10,Herald
668902994700836864,94,301,11,10,Lambeau
668892474547511297,138,378,11,10,Ruffles
668872652652679168,281,498,11,10,Amélie
668852170888998912,149,426,11,10,Bobb
668826086256599040,124,411,10,10,Banditt
668779399630725120,347,673,10,10,Kevon
668655139528511488,204,495,11,10,Winifred
668641109086707712,504,1008,10,10,Hanz
668636665813057536,461,981,10,10,an
668633411083464705,1495,2651,10,10,Churlie
668631377374486528,297,672,5,10,Zeek
668627278264475648,104,296,9,10,Timofy
668625577880875008,120,360,10,10,Maks
668623201287675904,703,1342,10,10,Jomathan
668620235289837568,37,186,10,10,Kallie
668567822092664832,49,227,11,10,Marvin
668537837512433665,67,241,8,10,Spark
668528771708952576,208,440,12,10,Gòrdón
668496999348633600,122,383,8,10,Jo
668480044826800133,135,432,11,10,DayZ
668286279830867968,127,478,11,10,Rusty
668274247790391296,220,774,10,10,Sophie
668256321989451776,556,1220,13,10,Jareld
668248472370458624,445,905,8,10,Bisquick
668237644992782336,2649,5855,10,10,Torque
668204964695683073,183,527,8,10,Ron
668190681446379520,188,610,12,10,Skittles
668113020489474048,219,633,6,10,Alfie
667924896115245057,103,277,9,10,Jiminy
667915453470232577,53,199,10,10,Otis
667902449697558528,356,813,9,10,Cleopatricia
667886921285246976,1001,1773,11,10,Erik
667885044254572545,438,779,10,10,Stu
667878741721415682,110,374,2,10,Tedrick
667866724293877760,970,2868,10,10,Shaggy
667806454573760512,454,996,10,10,Filup
667766675769573376,202,414,9,10,Calvin
667728196545200128,143,361,11,10,Olive
667546741521195010,115,321,9,10,George
667544320556335104,493,810,10,10,Kial
667534815156183040,493,772,8,10,Frank
667530908589760512,221,442,10,10,Naphaniel
667517642048163840,179,348,8,10,Dook
667502640335572993,207,514,11,10,Hall
667495797102141441,248,493,9,10,Philippe
667455448082227200,56,181,7,10,Reese
667453023279554560,83,297,11,10,Cupcake
667405339315146752,208,441,7,10,Biden
667393430834667520,51,182,8,10,Fwed
667211855547486208,223,459,9,10,Genevieve
667200525029539841,243,579,11,10,Joshwa
667182792070062081,5727,13476,10,10,Timison
667174963120574464,72,233,9,10,Clarence
667171260800061440,77,206,10,10,Kenneth
667165590075940865,1047,2530,10,10,Churlie
667160273090932737,57,240,11,10,Bradlay
667152164079423490,15732,44959,12,10,Pipsy
667119796878725120,121,314,10,10,Gabe
667090893657276420,116,315,7,10,Clybe
667073648344346624,109,376,10,10,Dave
667062181243039745,48,206,10,10,Keet
667012601033924608,207,423,9,10,Klevin
666996132027977728,82,227,10,10,Carll
666817836334096384,234,479,9,10,Jeph
666804364988780544,84,219,8,10,Jockson
666776908487630848,157,323,5,10,Josep
666739327293083650,60,221,10,10,Lugan
666691418707132416,45,174,8,10,Christoper
666644823164719104,74,220,9,10,Jimothy
666454714377183233,198,481,10,10,Kreggory
666447344410484738,18,95,9,10,Scout
666418789513326592,41,112,10,10,Walter
666411507551481857,289,404,2,10,quite
666337882303524864,82,180,9,10,an
666051853826850816,761,1111,2,10,an
